"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"MAP2K4","Approved symbol","MAP2K4","mitogen-activated protein kinase kinase 4","HGNC:6844","17p12"
"MAP3K1","Approved symbol","MAP3K1","mitogen-activated protein kinase kinase kinase 1","HGNC:6848","5q11.2"
"MAP3K13","Approved symbol","MAP3K13","mitogen-activated protein kinase kinase kinase 13","HGNC:6852","3q27.2"
"MAP3K14","Approved symbol","MAP3K14","mitogen-activated protein kinase kinase kinase 14","HGNC:6853","17q21.31"
"MAP3K21","Approved symbol","MAP3K21","mitogen-activated protein kinase kinase kinase 21","HGNC:29798","1q42.2"
"MAP3K6","Approved symbol","MAP3K6","mitogen-activated protein kinase kinase kinase 6","HGNC:6858","1p36.11"
"MAP3K7","Approved symbol","MAP3K7","mitogen-activated protein kinase kinase kinase 7","HGNC:6859","6q15"
"MAP3K9","Approved symbol","MAP3K9","mitogen-activated protein kinase kinase kinase 9","HGNC:6861","14q24.2"
"MAP4K4","Approved symbol","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4","HGNC:6866","2q11.2"
"MAPK1","Approved symbol","MAPK1","mitogen-activated protein kinase 1","HGNC:6871","22q11.22"
"MAPK3","Approved symbol","MAPK3","mitogen-activated protein kinase 3","HGNC:6877","16p11.2"
"MAPK8IP1","Approved symbol","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1","HGNC:6882","11p11.2"
"MAPKAP1","Approved symbol","MAPKAP1","MAPK associated protein 1","HGNC:18752","9q33.3"
"MAPT","Approved symbol","MAPT","microtubule associated protein tau","HGNC:6893","17q21.31"
"MASTL","Approved symbol","MASTL","microtubule associated serine/threonine kinase like","HGNC:19042","10p12.1"
"MATN3","Approved symbol","MATN3","matrilin 3","HGNC:6909","2p24.1"
"MATR3","Approved symbol","MATR3","matrin 3","HGNC:6912","5q31.2"
"MAX","Approved symbol","MAX","MYC associated transcriptional regulator X","HGNC:6913","14q23.3"
"MB21D2","Approved symbol","MB21D2","Mab-21 domain containing 2","HGNC:30438","3q29"
"MBD4","Approved symbol","MBD4","methyl-CpG binding domain 4, DNA glycosylase","HGNC:6919","3q21.3"
"MBD5","Approved symbol","MBD5","methyl-CpG binding domain protein 5","HGNC:20444","2q23.1"
"MBD6","Approved symbol","MBD6","methyl-CpG binding domain protein 6","HGNC:20445","12q13.3"
"MBNL1","Approved symbol","MBNL1","muscleblind like splicing regulator 1","HGNC:6923","3q25.1-q25.2"
"MC1R","Approved symbol","MC1R","melanocortin 1 receptor","HGNC:6929","16q24.3"
"MC4R","Approved symbol","MC4R","melanocortin 4 receptor","HGNC:6932","18q21.32"
"MCF2L2","Approved symbol","MCF2L2","MCF.2 cell line derived transforming sequence-like 2","HGNC:30319","3q27.1"
"MCFD2","Approved symbol","MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit","HGNC:18451","2p21"
"MCL1","Approved symbol","MCL1","MCL1 apoptosis regulator, BCL2 family member","HGNC:6943","1q21.2"
"MCOLN1","Approved symbol","MCOLN1","mucolipin TRP cation channel 1","HGNC:13356","19p13.2"
"MDC","Alias symbol","CCL22","C-C motif chemokine ligand 22","HGNC:10621","16q21"
"MDC","Previous symbol","ADAM11","ADAM metallopeptidase domain 11","HGNC:189","17q21.31"
"MDM2","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15"
"MDM4","Approved symbol","MDM4","MDM4 regulator of p53","HGNC:6974","1q32.1"
"MDS2","Approved symbol","MDS2","myelodysplastic syndrome 2 translocation associated","HGNC:29633","1p36"
"MECOM","Approved symbol","MECOM","MDS1 and EVI1 complex locus","HGNC:3498","3q26.2"
"MECP2","Approved symbol","MECP2","methyl-CpG binding protein 2","HGNC:6990","Xq28"
"MED12","Approved symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1"
"MED13L","Approved symbol","MED13L","mediator complex subunit 13L","HGNC:22962","12q24.21"
"MED23","Approved symbol","MED23","mediator complex subunit 23","HGNC:2372","6q23.2"
"MED25","Approved symbol","MED25","mediator complex subunit 25","HGNC:28845","19q13.33"
"MED25","Alias symbol","MED9","mediator complex subunit 9","HGNC:25487","17p11.2"
"MEF2A","Approved symbol","MEF2A","myocyte enhancer factor 2A","HGNC:6993","15q26.3"
"MEF2B","Approved symbol","MEF2B","myocyte enhancer factor 2B","HGNC:6995","19p13.11"
"MEF2C","Approved symbol","MEF2C","myocyte enhancer factor 2C","HGNC:6996","5q14.3"
"MEF2D","Approved symbol","MEF2D","myocyte enhancer factor 2D","HGNC:6997","1q22"
"MEFV","Approved symbol","MEFV","MEFV innate immunity regulator, pyrin","HGNC:6998","16p13.3"
"MEIS1","Approved symbol","MEIS1","Meis homeobox 1","HGNC:7000","2p14"
"MELK","Approved symbol","MELK","maternal embryonic leucine zipper kinase","HGNC:16870","9p13.2"
"MEN1","Approved symbol","MEN1","menin 1","HGNC:7010","11q13"
"MERTK","Approved symbol","MERTK","MER proto-oncogene, tyrosine kinase","HGNC:7027","2q13"
"MET","Approved symbol","MET","MET proto-oncogene, receptor tyrosine kinase","HGNC:7029","7q31.2"
"MET","Alias symbol","SLTM","SAFB like transcription modulator","HGNC:20709","15q22.1"
"MEX3C","Approved symbol","MEX3C","mex-3 RNA binding family member C","HGNC:28040","18q21.2"
"MFAP4","Approved symbol","MFAP4","microfibril associated protein 4","HGNC:7035","17p11.2"
"MFHAS1","Approved symbol","MFHAS1","multifunctional ROCO family signaling regulator 1","HGNC:16982","8p23.1"
"MFN2","Approved symbol","MFN2","mitofusin 2","HGNC:16877","1p36.22"
"MFRP","Approved symbol","MFRP","membrane frizzled-related protein","HGNC:18121","11q23.3"
"MFSD8","Approved symbol","MFSD8","major facilitator superfamily domain containing 8","HGNC:28486","4q28.2"
"MGA","Approved symbol","MGA","MAX dimerization protein MGA","HGNC:14010","15q15"
"MGA","Alias symbol","MGAM","maltase-glucoamylase","HGNC:7043","7q34"
"MGAM","Approved symbol","MGAM","maltase-glucoamylase","HGNC:7043","7q34"
"MGAT2","Approved symbol","MGAT2","alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","HGNC:7045","14q21.3"
"MGAT2","Alias symbol","MOGAT2","monoacylglycerol O-acyltransferase 2","HGNC:23248","11q13.5"
"MGMT","Approved symbol","MGMT","O-6-methylguanine-DNA methyltransferase","HGNC:7059","10q26.3"
"MIA2","Approved symbol","MIA2","MIA SH3 domain ER export factor 2","HGNC:18432","14q13.2"
"MIA2","Alias symbol","CFAP73","cilia and flagella associated protein 73","HGNC:37100","12q24.13"
"MIB1","Approved symbol","MIB1","MIB E3 ubiquitin protein ligase 1","HGNC:21086","18q11.2"
"MICA","Approved symbol","MICA","MHC class I polypeptide-related sequence A","HGNC:7090","6p21.33"
"MICB","Approved symbol","MICB","MHC class I polypeptide-related sequence B","HGNC:7091","6p21.33"
"MICE","Approved symbol","MICE","MHC class I polypeptide-related sequence E (pseudogene)","HGNC:7094","6p22.1"
"MICE","Alias symbol","CASP14","caspase 14","HGNC:1502","19p13.12"
"MICU3","Approved symbol","MICU3","mitochondrial calcium uptake 3","HGNC:27820","8p22"
"MID1","Approved symbol","MID1","midline 1","HGNC:7095","Xp22.2"
"MIDEAS","Approved symbol","MIDEAS","mitotic deacetylase associated SANT domain protein","HGNC:19853","14q24.3"
"MIF","Approved symbol","MIF","macrophage migration inhibitory factor","HGNC:7097","22q11.23"
"MIF","Alias symbol","AMH","anti-Mullerian hormone","HGNC:464","19p13.3"
"MIF","Alias symbol","S100A9","S100 calcium binding protein A9","HGNC:10499","1q21.3"
"MIP","Approved symbol","MIP","major intrinsic protein of lens fiber","HGNC:7103","12q13.3"
"MIP","Alias symbol","MIPEP","mitochondrial intermediate peptidase","HGNC:7104","13q12.12"
"MIP","Alias symbol","TNPO1","transportin 1","HGNC:6401","5q13.2"
"MIP","Alias symbol","MAFIP","MAFF interacting protein","HGNC:31102","14 unplaced"
"MITF","Approved symbol","MITF","melanocyte inducing transcription factor","HGNC:7105","3p13"
"MKI67","Approved symbol","MKI67","marker of proliferation Ki-67","HGNC:7107","10q26.2"
"MKKS","Approved symbol","MKKS","MKKS centrosomal shuttling protein","HGNC:7108","20p12.2"
"MKNK1","Approved symbol","MKNK1","MAPK interacting serine/threonine kinase 1","HGNC:7110","1p33"
"MKS1","Approved symbol","MKS1","MKS transition zone complex subunit 1","HGNC:7121","17q22"
"MLC1","Approved symbol","MLC1","modulator of VRAC current 1","HGNC:17082","22q13.33"
"MLC1","Alias symbol","MYL1","myosin light chain 1","HGNC:7582","2q34"
"MLF","Unmatched","","","",""
"MLH1","Approved symbol","MLH1","mutL homolog 1","HGNC:7127","3p22.2"
"MLH3","Approved symbol","MLH3","mutL homolog 3","HGNC:7128","14q24.3"
"MLLT1","Approved symbol","MLLT1","MLLT1 super elongation complex subunit","HGNC:7134","19p13.3"
"MLLT10","Approved symbol","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor","HGNC:16063","10p12.31"
"MLLT11","Approved symbol","MLLT11","MLLT11 transcription factor 7 cofactor","HGNC:16997","1q21.3"
"MLLT3","Approved symbol","MLLT3","MLLT3 super elongation complex subunit","HGNC:7136","9p21.3"
"MLLT6","Approved symbol","MLLT6","MLLT6, PHD finger containing","HGNC:7138","17q12"
"MMP2","Approved symbol","MMP2","matrix metallopeptidase 2","HGNC:7166","16q12.2"
"MMP20","Approved symbol","MMP20","matrix metallopeptidase 20","HGNC:7167","11q22.2"
"MMP20","Previous symbol","MMP25","matrix metallopeptidase 25","HGNC:14246","16p13.3"
"MMP9","Approved symbol","MMP9","matrix metallopeptidase 9","HGNC:7176","20q13.12"
"MN1","Approved symbol","MN1","MN1 proto-oncogene, transcriptional regulator","HGNC:7180","22q12.1"
"MNX1","Approved symbol","MNX1","motor neuron and pancreas homeobox 1","HGNC:4979","7q36.3"
"MOB3B","Approved symbol","MOB3B","MOB kinase activator 3B","HGNC:23825","9p21.2"
"MOG","Approved symbol","MOG","myelin oligodendrocyte glycoprotein","HGNC:7197","6p22.1"
"MOGS","Approved symbol","MOGS","mannosyl-oligosaccharide glucosidase","HGNC:24862","2p13.1"
"MPDU1","Approved symbol","MPDU1","mannose-P-dolichol utilization defect 1","HGNC:7207","17p13.1"
"MPDZ","Approved symbol","MPDZ","multiple PDZ domain crumbs cell polarity complex component","HGNC:7208","9p23"
"MPDZ","Alias symbol","LNX1","ligand of numb-protein X 1","HGNC:6657","4q12"
"MPEG1","Approved symbol","MPEG1","macrophage expressed 1","HGNC:29619","11q12.1"
"MPI","Approved symbol","MPI","mannose phosphate isomerase","HGNC:7216","15q24.1"
"MPL","Approved symbol","MPL","MPL proto-oncogene, thrombopoietin receptor","HGNC:7217","1p34.2"
"MPLKIP","Approved symbol","MPLKIP","M-phase specific PLK1 interacting protein","HGNC:16002","7p14.1"
"MPZ","Approved symbol","MPZ","myelin protein zero","HGNC:7225","1q23.3"
"MRE11","Approved symbol","MRE11","MRE11 double strand break repair nuclease","HGNC:7230","11q21"
"MREG","Approved symbol","MREG","melanoregulin","HGNC:25478","2q35"
"MRPL49P2","Approved symbol","MRPL49P2","mitochondrial ribosomal protein L49 pseudogene 2","HGNC:29718","8p22"
"MRPS16","Approved symbol","MRPS16","mitochondrial ribosomal protein S16","HGNC:14048","10q22.2"
"MRPS22","Approved symbol","MRPS22","mitochondrial ribosomal protein S22","HGNC:14508","3q23"
"MRTFA","Approved symbol","MRTFA","myocardin related transcription factor A","HGNC:14334","22q13.1-q13.2"
"MS4A1","Approved symbol","MS4A1","membrane spanning 4-domains A1","HGNC:7315","11q12.2"
"MSH2","Approved symbol","MSH2","mutS homolog 2","HGNC:7325","2p21-p16.3"
"MSH3","Approved symbol","MSH3","mutS homolog 3","HGNC:7326","5q14.1"
"MSH6","Approved symbol","MSH6","mutS homolog 6","HGNC:7329","2p16.3"
"MSI1","Approved symbol","MSI1","musashi RNA binding protein 1","HGNC:7330","12q24.31"
"MSI2","Approved symbol","MSI2","musashi RNA binding protein 2","HGNC:18585","17q22"
"MSLN","Approved symbol","MSLN","mesothelin","HGNC:7371","16p13.3"
"MSMB","Approved symbol","MSMB","microseminoprotein beta","HGNC:7372","10q11.22"
"MSN","Approved symbol","MSN","moesin","HGNC:7373","Xq12"
"MSR1","Approved symbol","MSR1","macrophage scavenger receptor 1","HGNC:7376","8p22"
"MST1","Approved symbol","MST1","macrophage stimulating 1","HGNC:7380","3p21.31"
"MST1","Alias symbol","STK4","serine/threonine kinase 4","HGNC:11408","20q13.12"
"MST1R","Approved symbol","MST1R","macrophage stimulating 1 receptor","HGNC:7381","3p21.31"
"MSTN","Approved symbol","MSTN","myostatin","HGNC:4223","2q32.2"
"MSX1","Approved symbol","MSX1","msh homeobox 1","HGNC:7391","4p16.2"
"MSX2","Approved symbol","MSX2","msh homeobox 2","HGNC:7392","5q35.2"
"MTAP","Approved symbol","MTAP","methylthioadenosine phosphorylase","HGNC:7413","9p21.3"
"MTCP1","Approved symbol","MTCP1","mature T cell proliferation 1","HGNC:7423","Xq28"
"MTCP1","Alias symbol","SH2D1A","SH2 domain containing 1A","HGNC:10820","Xq25"
"MTHFD1","Approved symbol","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1","HGNC:7432","14q23.3"
"MTHFD2","Approved symbol","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase","HGNC:7434","2p13.1"
"MTHFR","Approved symbol","MTHFR","methylenetetrahydrofolate reductase","HGNC:7436","1p36.22"
"MTM1","Approved symbol","MTM1","myotubularin 1","HGNC:7448","Xq28"
"MTMR14","Approved symbol","MTMR14","myotubularin related protein 14","HGNC:26190","3p25.3"
"MTMR2","Approved symbol","MTMR2","myotubularin related protein 2","HGNC:7450","11q21"
"MTNR1B","Approved symbol","MTNR1B","melatonin receptor 1B","HGNC:7464","11q14.3"
"MTOR","Approved symbol","MTOR","mechanistic target of rapamycin kinase","HGNC:3942","1p36.22"
"MTR","Approved symbol","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase","HGNC:7468","1q43"
"MTRR","Approved symbol","MTRR","5-methyltetrahydrofolate-homocysteine methyltransferase reductase","HGNC:7473","5p15.31"
"MTTP","Approved symbol","MTTP","microsomal triglyceride transfer protein","HGNC:7467","4q23"
"MTTP","Previous symbol","MT-TP","mitochondrially encoded tRNA-Pro (CCN)","HGNC:7494","mitochondria"
"MTUS1","Approved symbol","MTUS1","microtubule associated scaffold protein 1","HGNC:29789","8p22"
"MUC1","Approved symbol","MUC1","mucin 1, cell surface associated","HGNC:7508","1q22"
"MUC16","Approved symbol","MUC16","mucin 16, cell surface associated","HGNC:15582","19p13.2"
"MUC4","Approved symbol","MUC4","mucin 4, cell surface associated","HGNC:7514","3q29"
"MUC6","Approved symbol","MUC6","mucin 6, oligomeric mucus/gel-forming (gene/pseudogene)","HGNC:7517","11p15.5"
"MUC7","Approved symbol","MUC7","mucin 7, secreted","HGNC:7518","4q13.3"
"MUSK","Approved symbol","MUSK","muscle associated receptor tyrosine kinase","HGNC:7525","9q31.3"
"MUTYH","Approved symbol","MUTYH","mutY DNA glycosylase","HGNC:7527","1p34.1"
"MVK","Approved symbol","MVK","mevalonate kinase","HGNC:7530","12q24.11"
"MXI1","Approved symbol","MXI1","MAX interactor 1, dimerization protein","HGNC:7534","10q25.2"
"MYB","Approved symbol","MYB","MYB proto-oncogene, transcription factor","HGNC:7545","6q23.3"
"MYBL1","Approved symbol","MYBL1","MYB proto-oncogene like 1","HGNC:7547","8q13.1"
"MYBPC3","Approved symbol","MYBPC3","myosin binding protein C3","HGNC:7551","11p11.2"
"MYC","Approved symbol","MYC","MYC proto-oncogene, bHLH transcription factor","HGNC:7553","8q24.21"
"MYCL","Approved symbol","MYCL","MYCL proto-oncogene, bHLH transcription factor","HGNC:7555","1p34.2"
"MYCN","Approved symbol","MYCN","MYCN proto-oncogene, bHLH transcription factor","HGNC:7559","2p24.3"
"MYD88","Approved symbol","MYD88","MYD88 innate immune signal transduction adaptor","HGNC:7562","3p22.2"
"MYF6","Approved symbol","MYF6","myogenic factor 6","HGNC:7566","12q21.31"
"MYH11","Approved symbol","MYH11","myosin heavy chain 11","HGNC:7569","16p13.11"
"MYH2","Approved symbol","MYH2","myosin heavy chain 2","HGNC:7572","17p13.1"
"MYH6","Approved symbol","MYH6","myosin heavy chain 6","HGNC:7576","14q11.2"
"MYH7","Approved symbol","MYH7","myosin heavy chain 7","HGNC:7577","14q11.2"
"MYH8","Approved symbol","MYH8","myosin heavy chain 8","HGNC:7578","17p13.1"
"MYH9","Approved symbol","MYH9","myosin heavy chain 9","HGNC:7579","22q12.3"
"MYL2","Approved symbol","MYL2","myosin light chain 2","HGNC:7583","12q24.11"
"MYL3","Approved symbol","MYL3","myosin light chain 3","HGNC:7584","3p21.31"
"MYLK","Approved symbol","MYLK","myosin light chain kinase","HGNC:7590","3q21.1"
"MYLK2","Approved symbol","MYLK2","myosin light chain kinase 2","HGNC:16243","20q11.21"
"MYO18A","Approved symbol","MYO18A","myosin XVIIIA","HGNC:31104","17q11.2"
"MYO1E","Approved symbol","MYO1E","myosin IE","HGNC:7599","15q22.2"
"MYO5A","Approved symbol","MYO5A","myosin VA","HGNC:7602","15q21.2"
"MYO6","Approved symbol","MYO6","myosin VI","HGNC:7605","6q14.1"
"MYO7A","Approved symbol","MYO7A","myosin VIIA","HGNC:7606","11q13.5"
"MYO9B","Approved symbol","MYO9B","myosin IXB","HGNC:7609","19p13.11"
"MYOC","Approved symbol","MYOC","myocilin","HGNC:7610","1q24.3"
"MYOD1","Approved symbol","MYOD1","myogenic differentiation 1","HGNC:7611","11p15.1"
"MYOT","Approved symbol","MYOT","myotilin","HGNC:12399","5q31.2"
"MYOZ2","Approved symbol","MYOZ2","myozenin 2","HGNC:1330","4q26"
"N4BP2","Approved symbol","N4BP2","NEDD4 binding protein 2","HGNC:29851","4p14"
"NAB2","Approved symbol","NAB2","NGFI-A binding protein 2","HGNC:7627","12q13.3"
"NACA","Approved symbol","NACA","nascent polypeptide associated complex subunit alpha","HGNC:7629","12q13.3"
"NADK","Approved symbol","NADK","NAD kinase","HGNC:29831","1p36.33"
"NAGA","Approved symbol","NAGA","alpha-N-acetylgalactosaminidase","HGNC:7631","22q13.2"
"NAGLU","Approved symbol","NAGLU","N-acetyl-alpha-glucosaminidase","HGNC:7632","17q21.2"
"NAV3","Approved symbol","NAV3","neuron navigator 3","HGNC:15998","12q21.2"
"NBEA","Approved symbol","NBEA","neurobeachin","HGNC:7648","13q13.3"
"NBEAL2","Approved symbol","NBEAL2","neurobeachin like 2","HGNC:31928","3p21.31"
"NBEAP1","Approved symbol","NBEAP1","neurobeachin pseudogene 1","HGNC:1007","15q11.2"
"NBN","Approved symbol","NBN","nibrin","HGNC:7652","8q21.3"
"NBN","Alias symbol","ARTN","artemin","HGNC:727","1p34.1"
"NCF1","Approved symbol","NCF1","neutrophil cytosolic factor 1","HGNC:7660","7q11.23"
"NCF2","Approved symbol","NCF2","neutrophil cytosolic factor 2","HGNC:7661","1q25.3"
"NCF4","Approved symbol","NCF4","neutrophil cytosolic factor 4","HGNC:7662","22q12.3"
"NCKIPSD","Approved symbol","NCKIPSD","NCK interacting protein with SH3 domain","HGNC:15486","3p21.31"
"NCOA1","Approved symbol","NCOA1","nuclear receptor coactivator 1","HGNC:7668","2p23.3"
"NCOA2","Approved symbol","NCOA2","nuclear receptor coactivator 2","HGNC:7669","8q13.3"
"NCOA3","Approved symbol","NCOA3","nuclear receptor coactivator 3","HGNC:7670","20q13.12"
"NCOA4","Approved symbol","NCOA4","nuclear receptor coactivator 4","HGNC:7671","10q11.22"
"NCOR1","Approved symbol","NCOR1","nuclear receptor corepressor 1","HGNC:7672","17p12-p11.2"
"NCOR2","Approved symbol","NCOR2","nuclear receptor corepressor 2","HGNC:7673","12q24.31"
"NCSTN","Approved symbol","NCSTN","nicastrin","HGNC:17091","1q23.2"
"ND1","Alias symbol","MT-ND1","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1","HGNC:7455","mitochondria"
"ND1","Alias symbol","IVNS1ABP","influenza virus NS1A binding protein","HGNC:16951","1q25.3"
"ND2","Alias symbol","MT-ND2","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2","HGNC:7456","mitochondria"
"ND3","Alias symbol","MT-ND3","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3","HGNC:7458","mitochondria"
"ND4","Alias symbol","MT-ND4","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4","HGNC:7459","mitochondria"
"ND4L","Alias symbol","MT-ND4L","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L","HGNC:7460","mitochondria"
"ND5","Alias symbol","MT-ND5","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5","HGNC:7461","mitochondria"
"ND6","Alias symbol","MT-ND6","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6","HGNC:7462","mitochondria"
"NDE1","Approved symbol","NDE1","nudE neurodevelopment protein 1","HGNC:17619","16p13.11"
"NDRG1","Approved symbol","NDRG1","N-myc downstream regulated 1","HGNC:7679","8q24.22"
"NDUFA13","Approved symbol","NDUFA13","NADH:ubiquinone oxidoreductase subunit A13","HGNC:17194","19p13.11"
"NDUFS7","Approved symbol","NDUFS7","NADH:ubiquinone oxidoreductase core subunit S7","HGNC:7714","19p13.3"
"NDUFS8","Approved symbol","NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8","HGNC:7715","11q13.2"
"NDUFV1","Approved symbol","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1","HGNC:7716","11q13.2"
"NEB","Approved symbol","NEB","nebulin","HGNC:7720","2q23.3"
"NECTIN1","Approved symbol","NECTIN1","nectin cell adhesion molecule 1","HGNC:9706","11q23.3"
"NEFH","Approved symbol","NEFH","neurofilament heavy chain","HGNC:7737","22q12.2"
"NEFL","Approved symbol","NEFL","neurofilament light chain","HGNC:7739","8p21.2"
"NEGR1","Approved symbol","NEGR1","neuronal growth regulator 1","HGNC:17302","1p31.1"
"NEK1","Approved symbol","NEK1","NIMA related kinase 1","HGNC:7744","4q33"
"NETO1","Approved symbol","NETO1","neuropilin and tolloid like 1","HGNC:13823","18q22.3"
"NEU1","Approved symbol","NEU1","neuraminidase 1","HGNC:7758","6p21.33"
"NEUROD1","Approved symbol","NEUROD1","neuronal differentiation 1","HGNC:7762","2q31.3"
"NEUROG3","Approved symbol","NEUROG3","neurogenin 3","HGNC:13806","10q22.1"
"NEXN","Approved symbol","NEXN","nexilin F-actin binding protein","HGNC:29557","1p31.1"
"NF1","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2"
"NF2","Approved symbol","NF2","NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor","HGNC:7773","22q12.2"
"NFATC2","Approved symbol","NFATC2","nuclear factor of activated T cells 2","HGNC:7776","20q13.2"
"NFE2","Approved symbol","NFE2","nuclear factor, erythroid 2","HGNC:7780","12q13.13"
"NFE2L2","Approved symbol","NFE2L2","NFE2 like bZIP transcription factor 2","HGNC:7782","2q31.2"
"NFIB","Approved symbol","NFIB","nuclear factor I B","HGNC:7785","9p23-p22.3"
"NFKB2","Approved symbol","NFKB2","nuclear factor kappa B subunit 2","HGNC:7795","10q24.32"
"NFKBIA","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2"
"NFKBIE","Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1"
"NFKBIL1","Approved symbol","NFKBIL1","NFKB inhibitor like 1","HGNC:7800","6p21.33"
"NGF","Approved symbol","NGF","nerve growth factor","HGNC:7808","1p13.2"
"NHEJ1","Approved symbol","NHEJ1","non-homologous end joining factor 1","HGNC:25737","2q35"
"NHERF1","Approved symbol","NHERF1","NHERF family PDZ scaffold protein 1","HGNC:11075","17q25.1"
"NHLRC1","Approved symbol","NHLRC1","NHL repeat containing E3 ubiquitin protein ligase 1","HGNC:21576","6p22.3"
"NHP2","Approved symbol","NHP2","NHP2 ribonucleoprotein","HGNC:14377","5q35.3"
"NIN","Approved symbol","NIN","ninein","HGNC:14906","14q22.1"
"NIPA1","Approved symbol","NIPA1","NIPA magnesium transporter 1","HGNC:17043","15q11.2"
"NIPBL","Approved symbol","NIPBL","NIPBL cohesin loading factor","HGNC:28862","5p13.2"
"NKAIN2","Approved symbol","NKAIN2","sodium/potassium transporting ATPase interacting 2","HGNC:16443","6q22.31"
"NKX2-1","Approved symbol","NKX2-1","NK2 homeobox 1","HGNC:11825","14q13.3"
"NKX2-3","Approved symbol","NKX2-3","NK2 homeobox 3","HGNC:7836","10q24.2"
"NKX2-5","Approved symbol","NKX2-5","NK2 homeobox 5","HGNC:2488","5q35.1"
"NKX2-6","Approved symbol","NKX2-6","NK2 homeobox 6","HGNC:32940","8p21.2"
"NKX3-1","Approved symbol","NKX3-1","NK3 homeobox 1","HGNC:7838","8p21.2"
"NLGN4X","Approved symbol","NLGN4X","neuroligin 4 X-linked","HGNC:14287","Xp22.32-p22.31"
"NLRP1","Approved symbol","NLRP1","NLR family pyrin domain containing 1","HGNC:14374","17p13"
"NLRP12","Approved symbol","NLRP12","NLR family pyrin domain containing 12","HGNC:22938","19q13.42"
"NLRP3","Approved symbol","NLRP3","NLR family pyrin domain containing 3","HGNC:16400","1q44"
"NLRP7","Approved symbol","NLRP7","NLR family pyrin domain containing 7","HGNC:22947","19q13.42"
"NME8","Approved symbol","NME8","NME/NM23 family member 8","HGNC:16473","7p14.1"
"NOBOX","Approved symbol","NOBOX","NOBOX oogenesis homeobox","HGNC:22448","7q35"
"NOD1","Approved symbol","NOD1","nucleotide binding oligomerization domain containing 1","HGNC:16390","7p14.3"
"NOD2","Approved symbol","NOD2","nucleotide binding oligomerization domain containing 2","HGNC:5331","16q12.1"
"NODAL","Approved symbol","NODAL","nodal growth differentiation factor","HGNC:7865","10q22.1"
"NOG","Approved symbol","NOG","noggin","HGNC:7866","17q22"
"NONO","Approved symbol","NONO","non-POU domain containing octamer binding","HGNC:7871","Xq13.1"
"NOP10","Approved symbol","NOP10","NOP10 ribonucleoprotein","HGNC:14378","15q14"
"NOP56","Approved symbol","NOP56","NOP56 ribonucleoprotein","HGNC:15911","20p13"
"NOTCH1","Approved symbol","NOTCH1","notch receptor 1","HGNC:7881","9q34.3"
"NOTCH2","Approved symbol","NOTCH2","notch receptor 2","HGNC:7882","1p12"
"NOTCH3","Approved symbol","NOTCH3","notch receptor 3","HGNC:7883","19p13.12"
"NOTCH4","Approved symbol","NOTCH4","notch receptor 4","HGNC:7884","6p21.32"
"NPC1","Approved symbol","NPC1","NPC intracellular cholesterol transporter 1","HGNC:7897","18q11.2"
"NPC2","Approved symbol","NPC2","NPC intracellular cholesterol transporter 2","HGNC:14537","14q24.3"
"NPHP1","Approved symbol","NPHP1","nephrocystin 1","HGNC:7905","2q13"
"NPHS1","Approved symbol","NPHS1","NPHS1 adhesion molecule, nephrin","HGNC:7908","19q13.12"
"NPHS2","Approved symbol","NPHS2","NPHS2 stomatin family member, podocin","HGNC:13394","1q25.2"
"NPM1","Approved symbol","NPM1","nucleophosmin 1","HGNC:7910","5q35.1"
"NPPA","Approved symbol","NPPA","natriuretic peptide A","HGNC:7939","1p36.22"
"NQO1","Approved symbol","NQO1","NAD(P)H quinone dehydrogenase 1","HGNC:2874","16q22.1"
"NR0B1","Approved symbol","NR0B1","nuclear receptor subfamily 0 group B member 1","HGNC:7960","Xp21.2"
"NR0B2","Approved symbol","NR0B2","nuclear receptor subfamily 0 group B member 2","HGNC:7961","1p36.11"
